URL,Original_URL,Title 1,page_type,url_group,Views,Active users,Average engagement time per session,strategic_value,strategic_score,recommendation,reason,flag_for_review,is_stale,quality_issues,Status Code,Indexability
https://www.nysid.edu/academic-calendar-list/thanksgiving-break-no-classes-all-buildings-closed-1,https://www.nysid.edu/academic-calendar-list/thanksgiving-break-no-classes-all-buildings-closed-1,Thanksgiving Break (No classes. All buildings closed.) — New York School of Interior Design,Other Content,Academic Calendar,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-robert-kaner,https://www.nysid.edu/atelier-mag/visual-thinker-robert-kaner,Visual Thinker: Robert Kaner — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,6.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/welcome-associate-dean-daniel-harper,https://www.nysid.edu/atelier-mag/welcome-associate-dean-daniel-harper,Welcome Associate Dean Daniel Harper  — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/kravet-exh-open,https://www.nysid.edu/atelier-mag/kravet-exh-open,Kravet Archive Exhibition — New York School of Interior Design,Other Content,Atelier Magazine,6.0,7.0,3.428571429,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/unexpected-path,https://www.nysid.edu/atelier-mag/unexpected-path,Be Open to the Unexpected Path — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,5.285714286,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-leyden-lewis,https://www.nysid.edu/atelier-mag/visual-thinker-leyden-lewis,Visual Thinker: Leyden Lewis — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,1.333333333,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/gala-2022-a-record-breaking-success,https://www.nysid.edu/atelier-mag/gala-2022-a-record-breaking-success,"Gala 2022, A Record-Breaking Success — New York School of Interior Design",Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/eric-cohen,https://www.nysid.edu/atelier-mag/eric-cohen,Designing for LGBTQ Elders — New York School of Interior Design,Other Content,Atelier Magazine,6.0,5.0,3.571428571,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/beth-diana-smith-interview,https://www.nysid.edu/atelier-mag/beth-diana-smith-interview,"Principled, Passionate, and Entrepreneurial — New York School of Interior Design",Other Content,Atelier Magazine,6.0,6.0,0.8333333333,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-phillip-thomas,https://www.nysid.edu/atelier-mag/visual-thinker-phillip-thomas,Visual Thinker: Phillip Thomas — New York School of Interior Design,Other Content,Atelier Magazine,6.0,7.0,2.857142857,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-guta-louro,https://www.nysid.edu/atelier-mag/visual-thinker-guta-louro,Visual Thinker: Guta Louro — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,7.833333333,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/portfolio-marissa-kronenfeld,https://www.nysid.edu/atelier-mag/portfolio-marissa-kronenfeld,Portfolio: Marissa Kronenfeld '20 (BFA) — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/news-winter-2021,https://www.nysid.edu/atelier-mag/news-winter-2021,Notable at NYSID: Winter 2021 — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,2.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/stefan-steil,https://www.nysid.edu/atelier-mag/stefan-steil,Visual Thinker: Stefan Steil — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,18.33333333,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/a-design-educators-impact,https://www.nysid.edu/atelier-mag/a-design-educators-impact,A Design Educators Impact — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/cidq-and-idec-donate-their-archives-to-nysid,https://www.nysid.edu/atelier-mag/cidq-and-idec-donate-their-archives-to-nysid,CIDQ and IDEC Donate Their Archives to NYSID — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/gala-2023-a-resounding-success-for-scholarships,https://www.nysid.edu/atelier-mag/gala-2023-a-resounding-success-for-scholarships,Gala 2023: A Resounding Success for Scholarships — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/kleinberg-giving,https://www.nysid.edu/atelier-mag/kleinberg-giving,David Kleinberg on Giving Back — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,12.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/press-releases-and-in-the-news/the-new-york-school-of-interior-design-announces-the-new-york-school-of-interior-design-announces-honorees-for-nysid-annual-gala-2024,https://www.nysid.edu/press-releases-and-in-the-news/the-new-york-school-of-interior-design-announces-the-new-york-school-of-interior-design-announces-honorees-for-nysid-annual-gala-2024,The New York School of Interior Design Announces Honorees for Annual Gala 2024  — New York School of Interior Design,Other Content,Press Releases,6.0,6.0,5.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/blog/commencement-2024,https://www.nysid.edu/blog/commencement-2024,Commencement 2024 — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,1.166666667,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/blog/meet-marie-aiello,https://www.nysid.edu/blog/meet-marie-aiello,Meet Marie Aiello — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,0.3333333333,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/faculty-directory/tag/k,https://www.nysid.edu/faculty-directory/tag/k,,Other Content,Faculty Directory,6.0,6.0,0.5,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content,429,Non-Indexable
https://www.nysid.edu/faculty-directory/category/mpss,https://www.nysid.edu/faculty-directory/category/MPSS,,Other Content,Faculty Directory,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content,429,Non-Indexable
https://www.nysid.edu/faculty-directory/tag/g,https://www.nysid.edu/faculty-directory/tag/g,g — Faculty Directory — New York School of Interior Design,Other Content,Faculty Directory,6.0,5.0,6.6,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/faculty-directory/tag/todd+class,https://www.nysid.edu/faculty-directory/tag/Todd+Class,Todd Class — Faculty Directory — New York School of Interior Design,Other Content,Faculty Directory,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/steelcase-innovation-fellowship,https://www.nysid.edu/blog/steelcase-innovation-fellowship,NYSID Wins Steelcase Social Innovation Fellowship — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,1.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/blog/tag/steelcase,https://www.nysid.edu/blog/tag/Steelcase,Steelcase — Blog — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/ukrainian-pre-college-student-valeriia-scherbyna-takes-nothing-for-granted,https://www.nysid.edu/blog/ukrainian-pre-college-student-valeriia-scherbyna-takes-nothing-for-granted,Ukrainian Pre-College Student Valeriia Scherbyna Takes Nothing for Granted  — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,1.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/tag/alumni,https://www.nysid.edu/atelier-mag/tag/alumni,alumni — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.1666666667,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/contract+design,https://www.nysid.edu/atelier-mag/tag/Contract+Design,Contract Design — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/nate+berkus,https://www.nysid.edu/atelier-mag/tag/Nate+Berkus,Nate Berkus — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/scholarships,https://www.nysid.edu/atelier-mag/tag/Scholarships,Scholarships — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/category/courses,https://www.nysid.edu/atelier-mag/category/courses,courses — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/hlw,https://www.nysid.edu/atelier-mag/tag/HLW,HLW — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/david+sprouls,https://www.nysid.edu/atelier-mag/tag/David+Sprouls,David Sprouls — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/outcomes,https://www.nysid.edu/atelier-mag/tag/outcomes,outcomes — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/icps,https://www.nysid.edu/atelier-mag/tag/ICPS,ICPS — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.3333333333,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/tag/trustees,https://www.nysid.edu/atelier-mag/tag/trustees,trustees — Atelier Magazine — New York School of Interior Design,Other Content,Atelier Magazine,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/a-juneteenth-message-from-nysid-president-david-sprouls,https://www.nysid.edu/blog/a-juneteenth-message-from-nysid-president-david-sprouls,A Juneteenth message from NYSID President David Sprouls — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,3.5,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/nysid-students-shine-at-housing-works-design-on-a-dime-2024,https://www.nysid.edu/blog/nysid-students-shine-at-housing-works-design-on-a-dime-2024,NYSID Students Shine at Housing Works' Design on a Dime 2024 — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,41.83333333,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/blog/tag/jeannie+bochette,https://www.nysid.edu/blog/tag/Jeannie+Bochette,Jeannie Bochette — Blog — New York School of Interior Design,News/Events/Blog,Blog,6.0,6.0,0.1666666667,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/designers-invest-in-your-professional-development-this-summer,https://www.nysid.edu/blog/designers-invest-in-your-professional-development-this-summer,"Designers, Invest in Your Professional Development this Summer! — New York School of Interior Design",News/Events/Blog,Blog,6.0,6.0,14.16666667,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/faculty-directory/tag/fillion,https://www.nysid.edu/faculty-directory/tag/fillion,fillion — Faculty Directory — New York School of Interior Design,Other Content,Faculty Directory,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/press-releases-and-in-the-news/tag/kate+kelly+smith,https://www.nysid.edu/press-releases-and-in-the-news/tag/Kate+Kelly+Smith,Kate Kelly Smith — Press Releases and In the News — New York School of Interior Design,Other Content,Press Releases,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/press-releases-and-in-the-news/ellie-cullman-tony-chi-tammy-chou-set-to-speak-at-the-new-york-school-of-interior-design-2020-virtual-commencement-ceremony,https://www.nysid.edu/press-releases-and-in-the-news/ellie-cullman-tony-chi-tammy-chou-set-to-speak-at-the-new-york-school-of-interior-design-2020-virtual-commencement-ceremony,"Ellie Cullman, Tony Chi, Tammy Chou set to speak at the New York School of Interior Design 2020 Virtual Commencement Ceremony — New York School of Interior Design",Other Content,Press Releases,6.0,7.0,2.571428571,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/academic-calendar-list/summer-semester-begins-2,https://www.nysid.edu/academic-calendar-list/summer-semester-begins-2,Summer Semester Begins — New York School of Interior Design,Other Content,Academic Calendar,6.0,6.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/tag/aas,https://www.nysid.edu/blog/tag/AAS,AAS — Blog — New York School of Interior Design,News/Events/Blog,Blog,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/faculty-directory/anne-regan,https://www.nysid.edu/faculty-directory/anne-regan,Anne Regan — New York School of Interior Design,Other Content,Faculty Directory,5.0,5.0,2.4,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,None detected,200,Indexable
https://www.nysid.edu/faculty-directory/craig-young,https://www.nysid.edu/faculty-directory/craig-young,Craig Young — New York School of Interior Design,Other Content,Faculty Directory,5.0,5.0,1.2,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,None detected,200,Indexable
https://www.nysid.edu/faculty-directory/simon-harding,https://www.nysid.edu/faculty-directory/simon-harding,Simon Harding — New York School of Interior Design,Other Content,Faculty Directory,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,None detected,200,Indexable
https://www.nysid.edu/faculty-directory/raymond-prucha,https://www.nysid.edu/faculty-directory/raymond-prucha,,Other Content,Faculty Directory,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content,429,Non-Indexable
https://www.nysid.edu/faculty-directory/christine-tan,https://www.nysid.edu/faculty-directory/christine-tan,,Other Content,Faculty Directory,5.0,6.0,1.333333333,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content,429,Non-Indexable
https://www.nysid.edu/faculty-directory/ioannis-vrousgos,https://www.nysid.edu/faculty-directory/ioannis-vrousgos,,Other Content,Faculty Directory,5.0,5.0,0.8,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content,429,Non-Indexable
https://www.nysid.edu/faculty-directory/kenzan-tsutakawa-chinn,https://www.nysid.edu/faculty-directory/kenzan-tsutakawa-chinn,,Other Content,Faculty Directory,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak title; Missing/weak meta description; Missing H1; Potentially thin content,429,Non-Indexable
https://www.nysid.edu/academic-calendar-list/late-registration-for-spring-semesterspring2026,https://www.nysid.edu/academic-calendar-list/late-registration-for-spring-semesterspring2026,Late Registration for Spring Semester — New York School of Interior Design,Other Content,Academic Calendar,5.0,4.0,7.75,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/academic-calendar-list/last-day-for-100-refund-for-fall-semester-3-kaxee-lxjzc-jxate-lrt7d-r2dna-7ascb-ble23-37gpr-sbtkm-e5c7t-yef8d-pfxze-7s2mf-hd3zg-84shx-3hcfh-h87hy-rrfwk-6zah5-4yda4-lf4gg,https://www.nysid.edu/academic-calendar-list/last-day-for-100-refund-for-fall-semester-3-kaxee-lxjzc-jxate-lrt7d-r2dna-7ascb-ble23-37gpr-sbtkm-e5c7t-yef8d-pfxze-7s2mf-hd3zg-84shx-3hcfh-h87hy-rrfwk-6zah5-4yda4-lf4gg,Last Day for 25% Refund for Summer — New York School of Interior Design,Other Content,Academic Calendar,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/academic-calendar-list/census-date-5,https://www.nysid.edu/academic-calendar-list/census-date-5,Census Date — New York School of Interior Design,Other Content,Academic Calendar,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/academic-calendar-list/last-day-for-voluntary-withdrawal-from-classes-1,https://www.nysid.edu/academic-calendar-list/last-day-for-voluntary-withdrawal-from-classes-1,Last Day for Voluntary Withdrawal from Class(es) — New York School of Interior Design,Other Content,Academic Calendar,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/atelier-mag/commencement-2019,https://www.nysid.edu/atelier-mag/commencement-2019,Commencement 2019 — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/study-abroad,https://www.nysid.edu/atelier-mag/study-abroad,Want to Be a Better Designer? Study Abroad — New York School of Interior Design,Other Content,Atelier Magazine,5.0,6.0,7.285714286,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/where-residential-design-can-take-you,https://www.nysid.edu/atelier-mag/where-residential-design-can-take-you,Where Residential Design Can Take You  — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.2,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-nandar-godoy-dinneen,https://www.nysid.edu/atelier-mag/visual-thinker-nandar-godoy-dinneen,Visual Thinker: Nandar Godoy-Dinneen — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/emerging,https://www.nysid.edu/atelier-mag/emerging,Emerging–New York School of Interior Design’s Digital Natives Are Posting   with Fun and Intention — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/dei-commission,https://www.nysid.edu/atelier-mag/dei-commission,"Diversity, Equity, and Inclusion Commission — New York School of Interior Design",Other Content,Atelier Magazine,5.0,5.0,5.4,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/commencement2018,https://www.nysid.edu/atelier-mag/commencement2018,Commencement 2018 — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,18.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/stay-in-step-with-nysids-alumni-council,https://www.nysid.edu/atelier-mag/stay-in-step-with-nysids-alumni-council,Stay in Step with NYSID’s Alumni Council — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,5.4,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/commencement-2022,https://www.nysid.edu/atelier-mag/commencement-2022,Commencement 2022 — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,4.4,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/welcome-summer2020,https://www.nysid.edu/atelier-mag/welcome-summer2020,Welcome from David Sprouls — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-peti-lau,https://www.nysid.edu/atelier-mag/visual-thinker-peti-lau,Visual Thinker: Peti Lau — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,2.2,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/welcome-spring2022,https://www.nysid.edu/atelier-mag/welcome-spring2022,Welcome from David Sprouls — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,3.6,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/equity-starts-with-early-access-to-design-education,https://www.nysid.edu/atelier-mag/equity-starts-with-early-access-to-design-education,Equity Starts with Early Access to Design Education   — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/new-nysid-fall2019,https://www.nysid.edu/atelier-mag/new-nysid-fall2019,New and Notable at NYSID: Fall 2019 — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,9.4,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/welcome-from-david-sproulsfall2022-8k6wt,https://www.nysid.edu/atelier-mag/welcome-from-david-sproulsfall2022-8k6wt,Welcome From David Sprouls — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.2,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/eye-details,https://www.nysid.edu/atelier-mag/eye-details,Eye for Details: Where New York School of Interior’s Residential Design Studio Track Can Take You — New York School of Interior Design,Other Content,Atelier Magazine,5.0,4.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/visual-thinker-villalobos,https://www.nysid.edu/atelier-mag/visual-thinker-villalobos,Visual Thinker: Alberto Villalobos — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/herrera-thesis-prep,https://www.nysid.edu/atelier-mag/herrera-thesis-prep,Ask Yourself What the World Needs — New York School of Interior Design,Other Content,Atelier Magazine,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/atelier-mag/portfolio-fei-wang,https://www.nysid.edu/atelier-mag/portfolio-fei-wang,Portfolio: Fei Wang '20 (MFA-2) — New York School of Interior Design,Other Content,Atelier Magazine,5.0,6.0,20.0,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/press-releases-and-in-the-news/david-rockwell-and-joy-moyler-to-receive-nysid-2024-honorary-doctor-of-fine-arts,https://www.nysid.edu/press-releases-and-in-the-news/david-rockwell-and-joy-moyler-to-receive-nysid-2024-honorary-doctor-of-fine-arts,David Rockwell and Joy Moyler to Receive NYSID 2024 Honorary Doctor of Fine Arts — New York School of Interior Design,Other Content,Press Releases,5.0,5.0,0.0,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/blog/christelle-muhimpundu,https://www.nysid.edu/blog/christelle-muhimpundu,A Mission Behind Every Design — New York School of Interior Design,News/Events/Blog,Blog,5.0,5.0,4.2,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
https://www.nysid.edu/blog/tag/marie+aiello,https://www.nysid.edu/blog/tag/Marie+Aiello,Marie Aiello — Blog — New York School of Interior Design,News/Events/Blog,Blog,5.0,5.0,0.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/tag/mentorship+program,https://www.nysid.edu/blog/tag/Mentorship+Program,Mentorship Program — Blog — New York School of Interior Design,News/Events/Blog,Blog,5.0,5.0,7.6,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/mpsm-advisory-board/giuseppe-semprini,https://www.nysid.edu/mpsm-advisory-board/giuseppe-semprini,Giuseppe Semprini — New York School of Interior Design,Other Content,Mpsm Advisory Board,5.0,5.0,16.0,Portfolio Development,6,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/faculty-directory/category/mpsl,https://www.nysid.edu/faculty-directory/category/MPSL,MPSL — Faculty Directory — New York School of Interior Design,Other Content,Faculty Directory,5.0,5.0,2.6,,0,FLAG FOR REVIEW,Faculty/staff bio page - verify if person still employed,True,False,Missing/weak meta description,200,Indexable
https://www.nysid.edu/blog/commencement-2023,https://www.nysid.edu/blog/commencement-2023,Commencement 2023 — New York School of Interior Design,News/Events/Blog,Blog,5.0,6.0,5.0,,0,FLAG FOR REVIEW,Low traffic - assess relevance,True,False,None detected,200,Indexable
